ABA,ABIA,ABA,0,DIRECT,Aba Hub
DANMUSA,KATSINA,KAS,+1,FE,Kano Hub
DANZABUWA,KANO,KAN,+1,FD,Kano Hub
DAPCHI,BORNO,MIU,+1,FH,Maiduguri Hub
DAPCHI,YOBE,DAM,+1,FZ3,
DARAZO,BAUCHI,BAU,+1,FZ2,Bauchi Hub
DARKI,KANO,KAN,+1,FD,Kano Hub
DASS,BAUCHI,BAU,+1,FD,Bauchi Hub
DAURA,KATSINA,KAS,+1,FE,Kano Hub
DAWAKIN KUDU,KANO,KAN,+1,FD,Kano Hub
DAWAKIN TOFA,KANO,KAN,+1,FD,Kano Hub
DAWANAU,KANO,KAN,+1,FB,Kano Hub
DEBA,GOMBE,GOM,+2,FZ2,Gombe Hub
DEGEMA,RIVERS,PHC,+2,FE,PH Hub
DEI-DEI,FCT,ABV,0,FB,Abuja Hub
DEKINA,KOGI,LKJ,+3,FH,
DEMSA,ADAMAWA,YOL,0,FB,Yola Hub
DENGI,PLATEAU,JOS,+1,FH,Jos Hub
DIDAN MUTUMDAYA,KATSINA,KAS,+1,FD,Kano Hub
DIFA,GOMBE,GOM,+1,FC,Gombe Hub
DIKKO,NIGER,MNA,0,FA,Minna Hub
DIKWA,BORNO,MIU,+1,FE,Maiduguri Hub
DIOBU,RIVERS,PHC,0,DIRECT,PH Hub
DOGON DAJI,SOKOTO,SKO,+1,FD,Sokoto Hub
DOGOWA,KANO,KAN,+1,FD,Kano Hub
DOKA VILLAGE,KADUNA,KAD,0,FC,Kaduna Hub
DOKO,NIGER,MNA,+1,FE,Minna Hub
DOLE KAINA,KEBBI,BKK,+2,FF,
DOMA,NASARAWA,LAF,0,FB,Abuja Hub
DONGA,TARABA,JAL,+2,FZ8,
DOPEMU,LAGOS,LOS,0,DIRECT,Lagos Hub
DUCHI,PLATEAU,JOS,+1,FD,Jos Hub
DUDUGURU,NASARAWA,LAF,0,FB,Abuja Hub
DUGBE,OYO,IBA,0,DIRECT,Ibadan Hub
DUKKU,GOMBE,GOM,+2,FH,Gombe Hub
DUTSE,JIGAWA,DUT,0,DIRECT,Kano Hub
DUTSEN KURA,NIGER,MNA,0,FA,Minna Hub
DUTSEN SAFE,KATSINA,KAS,+1,FB,Kano Hub
DUTSI,KATSINA,KAS,+1,FE,Kano Hub
DUTSIMA,KATSINA,KAS,+1,FE,Kano Hub
EASTERN OBOLO,AKWA IBOM,UYO,+2,FE,Uyo Hub
EBELLE,EDO,BNI,+2,FE,Benin Hub
EBENATO,IMO,ORI,+1,FC,Owerri Hub
EBU,DELTA,WRI,+2,FE,Warri Hub
EBUTE,LAGOS,LOS,+1,FB,Lagos Hub
EBUTE METTA,LAGOS,LOS,0,DIRECT,Lagos Hub
EDATI,NIGER,MNA,+2,FI,Minna Hub
EDE,OSUN,OSG,0,FC,Osogbo Hub
EDE GEDE AKOKO,ONDO,AKR,+3,FE,Akure Hub
EDIDI,KWARA,ILR,+1,FD,Ilorin Hub
EDIENE ABAK,AKWA IBOM,UYO,+1,FC,Uyo Hub
EDUNABON,OSUN,OSG,+1,FC,Osogbo Hub
EFFON-AMURO,KWARA,ILR,+2,FI,Ilorin Hub
EFFURUN,DELTA,WRI,0,DIRECT,Warri Hub
EFON ALAYE,ONDO,AKR,+3,FE,Akure Hub
EGBA,EDO,BNI,+2,FD,Benin Hub
EGBE,KOGI,LKJ,+2,FZ3,
EGBE,KWARA,ILR,+2,FZ2,Ilorin Hub
EGBE,LAGOS,LOS,0,DIRECT,Lagos Hub
EGBEADA,IMO,ORI,0,FA,Owerri Hub
EGBEDA,LAGOS,LOS,0,DIRECT,Lagos Hub
EGBEDA,OYO,IBA,+1,FB,Ibadan Hub
EGBEMA,IMO,ORI,+2,FC,Owerri Hub
EGBE-OGUME,DELTA,WRI,+2,FH,Warri Hub
EGBIN,LAGOS,LOS,+1,FD,Lagos Hub
EGBU,IMO,ORI,0,FA,Owerri Hub
EGEDE,ENUGU,ENU,+1,FE,Enugu Hub
EGUME,KOGI,LKJ,+3,FH,
EHA AMUFU,ENUGU,ENU,+1,FH,Enugu Hub
EHIME MBANO,IMO,ORI,+1,FC,Owerri Hub
EHOR,EDO,BNI,+1,FD,Benin Hub
EJIGBO,LAGOS,LOS,0,DIRECT,Lagos Hub
EJIGBO,OSUN,OSG,+1,FE,Osogbo Hub
EJIOKU,OYO,IBA,+1,FD,Ibadan Hub
EJIRIN,LAGOS,LAS,+1,FZ2,Lagos Hub
EKAKPAMRE,DELTA,WRI,+1,FD,Warri Hub
EKE,ENUGU,ENU,0,FD,Enugu Hub
EKE AKPARA,ABIA,ABA,0,FA,Aba Hub
EKE ARO,ABIA,ABA,0,FA,Aba Hub
EKENWA,EDO,BNI,+1,FD,Benin Hub
EKEOBA,ABIA,ABA,+1,FB,Aba Hub
EKEREMO,BAYELSA,YEN,+2,FT,PH Hub
EKIADOLOR,EDO,BNI,+1,FD,Benin Hub
EKINRIN-ADE,,LKJ,+3,FE,
EKPAN,DELTA,WRI,0,DIRECT,Warri Hub
EKPARAKWA,AKWA IBOM,UYO,+1,FD,Uyo Hub
EKPOMA,EDO,BNI,+1,FD,Benin Hub
EKU,DELTA,WRI,+1,FC,Warri Hub
EKWULOBIA,ANAMBRA,ONA,+1,FD,Onitsha Hub
EKWULUMMIRI,ANAMBRA,ONA,+1,FC,Onitsha Hub
ELEBELE,BAYELSA,YEN,+2,FE,PH Hub
ELEKO,LAGOS,LAS,+1,FE,Lagos Hub
ELELE,RIVERS,PHC,+1,FD,PH Hub
ELELENWO,RIVERS,PHC,0,DIRECT,PH Hub
ELEME,RIVERS,PHC,+1,FC,PH Hub
ELETU,LAGOS,LAS,+1,FZ2,Lagos Hub
EMEABIAM,IMO,ORI,+1,FC,Owerri Hub
EMEKUKU,IMO,ORI,0,FA,Owerri Hub
EMENE,ENUGU,ENU,0,DIRECT,Enugu Hub
EMOHUA,RIVERS,PHC,+1,FC,PH Hub
ENERHEN,DELTA,WRI,0,DIRECT,Warri Hub
ENUGU,ENUGU,ENU,0,DIRECT,Enugu Hub
ENUGU CENTRAL,ENUGU,ENU,0,FA,Enugu Hub
ENUGU EZIKE,ENUGU,ENU,+1,FE,Enugu Hub
ENUGU-AGIDI,ANAMBRA,ONA,+1,FD,Onitsha Hub
ENUGU-UKWU,ANAMBRA,ONA,+1,FC,Onitsha Hub
ENWANG,AKWA IBOM,UYO,+2,FE,Uyo Hub
ENYIOGUGU/ MBAISE,IMO,ORI,+1,FB,Owerri Hub
EPE,LAGOS,LAS,+1,FE,Lagos Hub
EREMA,RIVERS,PHC,+2,FE,PH Hub
ERIAM ABAK,AKWA IBOM,UYO,+2,FD,Uyo Hub
ERIN ILE,KWARA,ILR,+1,FD,Ilorin Hub
ERUKU,KWARA,ILR,+1,FE,Ilorin Hub
ERUWA,OYO,IBA,+1,FE,Ibadan Hub
ERUZU AKOKO,ONDO,AKR,+3,FE,Akure Hub
ESA OKE,OSUN,OSG,0,FD,Osogbo Hub
ESIT EKET,AKWA IBOM,UYO,+2,FD,Uyo Hub
ESSIE,KWARA,ILR,+1,FZ2,Ilorin Hub
ESSIEN UDIM,AKWA IBOM,UYO,+1,FD,Uyo Hub
ETCHE,RIVERS,PHC,+1,FE,PH Hub
ETIM EKPO,AKWA IBOM,UYO,+1,FE,Uyo Hub
ETINAN,AKWA IBOM,UYO,+1,FC,Uyo Hub
ETITI,IMO,ORI,+2,FD,Owerri Hub
ETTEH,ENUGU,ENU,+1,FI,Enugu Hub
ETTEH ,ENUGU,ENU,+1,FZ2,Enugu Hub
ETUNG,CROSS RIVER,CBQ,+2,FE,Calabar Hub
EVWRENI,DELTA,WRI,+1,FC,Warri Hub
EWATTO,EDO,BNI,+2,FG,Benin Hub
EWEKORO,OGUN,ABK,+1,FC,Abeokuta Hub
EWU,EDO,BNI,+1,FE,Benin Hub
EWURU ESTATE AGBO,DELTA,WRI,+1,FE,Warri Hub
EZAMGBOO,EBONYI,AKK,+1,FC,Enugu Hub
EZIAMA OBIATO,IMO,ORI,+1,FC,Owerri Hub
EZINACHI OKIGWE,IMO,ORI,+1,FC,Owerri Hub
EZINIFITE,ANAMBRA,ONA,+1,FC,Onitsha Hub
EZINIHITTE MBAISE,IMO,ORI,+2,FD,Owerri Hub
EZIOWELLE,ANAMBRA,ONA,+1,FD,Onitsha Hub
EZOBODO,IMO,ORI,+1,FB,Owerri Hub
EZZILLO,EBONYI,AKK,+1,FC,Enugu Hub
FADEYI,LAGOS,LOS,0,DIRECT,Lagos Hub
FADIA,KADUNA,KAD,+2,FH,Kaduna Hub
FAGGE TAKUDU,KANO,KAN,0,DIRECT,Kano Hub
FARFARU,SOKOTO,SKO,0,DIRECT,Sokoto Hub
FARIN GADA,PLATEAU,JOS,0,DIRECT,Jos Hub
FARINRUWA,NASARAWA,LAF,+1,FH,Abuja Hub
FASKARI,KATSINA,KAS,+1,FD,Kano Hub
FESTAC,LAGOS,LOS,0,DIRECT,Lagos Hub
FIDITI,OYO,IBA,+1,FC,Ibadan Hub
FIKA,BORNO,MIU,+1,FH,Maiduguri Hub
FIKA,YOBE,DAM,+2,FZ7,
FINIMA,RIVERS,PHC,+1,DIRECT,PH Hub
FOROA-BISENI,BAYELSA,YEN,+3,FT,PH Hub
FUFORE,ADAMAWA,YOL,0,FC,Yola Hub
FUGAR,EDO,BNI,+3,FZ3,Benin Hub
FUNTUA,KATSINA,KAS,+1,FD,Kano Hub
GADA,SOKOTO,SKO,+2,FZ2,Sokoto Hub
GADA UKU,GOMBE,GOM,+1,FC,Gombe Hub
GADAM,GOMBE,GOM,+1,FB,Gombe Hub
GADAWO,GOMBE,GOM,+1,FB,Gombe Hub
GAJIGANA,BORNO,MIU,+1,FZ2,Maiduguri Hub
GAMAWA,BAUCHI,BAU,+1,FZ3,Bauchi Hub
GAMBORU,BORNO,MIU,+1,FZ2,Maiduguri Hub
GANAROPP,PLATEAU,JOS,+1,FE,Jos Hub
GANAWURI,PLATEAU,JOS,+1,FD,Jos Hub
GANDU ALBASA,KANO,KAN,0,DIRECT,Kano Hub
GANJUWA,BAUCHI,BAU,+1,FD,Bauchi Hub
GANO,KANO,KAN,+1,FB,Kano Hub
GANYE,ADAMAWA,YOL,+1,FE,Yola Hub
GARAKU/KOKONA,NASARAWA,LAF,+1,FB,Abuja Hub
GARAMA,KATSINA,KAS,+1,FE,Kano Hub
GARBA CHEDE,TARABA,JAL,+1,FZ1,
GARKI,FCT,ABV,0,DIRECT,Abuja Hub
GARKI,JIGAWA,DUT,+1,FB,Kano Hub
GARKIDA,ADAMAWA,YOL,+1,FE,Yola Hub
GARKO,KANO,KAN,+1,FD,Kano Hub
GASHAKA,TARABA,JAL,+2,FZ6,
GASHUA,YOBE,DAM,+2,FZ7,
GASSOL,TARABA,JAL,+1,FD,
GAWANA,ADAMAWA,YOL,0,FE,Yola Hub
GAWU BABANGIDA,NIGER,MNA,+1,FB,Minna Hub
GAYA,KANO,KAN,+1,FD,Kano Hub
GBAGADA,LAGOS,LOS,0,DIRECT,Lagos Hub
GBAJIMBA,PLATEAU,JOS,+1,FC,Jos Hub
GBONGAN,OSUN,OSG,0,FB,Osogbo Hub
GEIDAM,BORNO,MIU,+2,FH,Maiduguri Hub
GEIDAM,YOBE,DAM,+2,FZ6,
GELBUNU,GOMBE,GOM,+2,FD,Gombe Hub
GELENGU,GOMBE,GOM,+2,FM,Gombe Hub
GEMBU,TARABA,JAL,+2,FT,
GENGERE,PLATEAU,JOS,0,DIRECT,Jos Hub
GEZAWA,KANO,KAN,+1,FE,Kano Hub
GIADE,BAUCHI,BAU,+1,FD,Bauchi Hub
GIBA,NASARAWA,LAF,+1,FZ2,Abuja Hub
GIDAN DOROWA,TARABA,JAL,+1,FZ5,
GIDAN MUTUM DAYA,KATSINA,KAS,+1,FD,Kano Hub
GIDAN WAYA,PLATEAU,JOS,+1,FD,Jos Hub
GIDANKWANO,NIGER,MNA,0,FB,Minna Hub
GIDANMADI,SOKOTO,SKO,+2,FZ2,Sokoto Hub
GINDI DORUWA,TARABA,JAL,+2,FZ5,
GINDIRI,PLATEAU,JOS,+1,FE,Jos Hub
GIREI,ADAMAWA,YOL,0,FB,Yola Hub
GIRI,FCT,ABV,0,FB,Abuja Hub
GIWA,KADUNA,KAD,+1,FC,Kaduna Hub
GOKANA,RIVERS,PHC,+1,FE,PH Hub
GOMBE,GOMBE,GOM,0,DIRECT,Gombe Hub
GOMBE ABBA,GOMBE,GOM,+2,FD,Gombe Hub
GOMBI,ADAMAWA,YOL,+1,FD,Yola Hub
GONIRI,BORNO,MIU,+1,FH,Maiduguri Hub
GONIRI,YOBE,DAM,+1,FE,
GORON DUTSE,KANO,KAN,0,DIRECT,Kano Hub
GORONYO,SOKOTO,SKO,+1,FE,Sokoto Hub
GUDI,NASARAWA,LAF,+1,FZ2,Abuja Hub
GUDU,SOKOTO,SKO,+2,FG,Sokoto Hub
GULU,NIGER,MNA,+2,FZ2,Minna Hub
GULUMBE,KEBBI,BKK,0,FD,
GUMAU,PLATEAU,JOS,+1,FH,Jos Hub
GUMEL,JIGAWA,DUT,+1,FE,Kano Hub
GUMMI,ZAMFARA,GUS,+1,FZ4,Gusau Hub
GURARA,NIGER,MNA,+1,FC,Minna Hub
GUSAU,ZAMFARA,GUS,0,DIRECT,Gusau Hub
GUSSORO,NIGER,MNA,+2,FI,Minna Hub
GUYUK,ADAMAWA,YOL,+1,FE,Yola Hub
GWADA,NIGER,MNA,+1,FC,Minna Hub
GWADABAWA,SOKOTO,SKO,+2,FZ2,Sokoto Hub
GWAGWA,FCT,ABV,0,FA,Abuja Hub
GWAGWALADA,FCT,ABV,0,FB,Abuja Hub
GWANDU,KEBBI,BKK,+1,FE,
GWARABE,KADUNA,KAD,+1,FE,Kaduna Hub
GWARIMPA,FCT,ABV,0,FA,Abuja Hub
GWARZO,KANO,KAN,+1,FC,Kano Hub
GWIWA,JIGAWA,DUT,+1,FE,Kano Hub
GWOZA,BORNO,MIU,+1,FZ2,Maiduguri Hub
GYADI-GYADI,KANO,KAN,0,DIRECT,Kano Hub
HADEJIA,JIGAWA,DUT,+2,FE,Kano Hub
HADEJIA,KANO,KAN,+2,FE,Kano Hub
HAS,BAUCHI,BAU,+1,FZ3,Bauchi Hub
HASHIDU,GOMBE,GOM,+1,FD,Gombe Hub
HAUSAWA QUARTERS,KANO,KAN,0,DIRECT,Kano Hub
HAWUL,BORNO,MIU,+1,FH,Maiduguri Hub
HAYIN BANK,KADUNA,KAD,0,DIRECT,Kaduna Hub
HEIPANG,PLATEAU,JOS,+1,FD,Jos Hub
HFC,LAGOS,LAS,0,FA,Lagos Hub
HONG,ADAMAWA,YOL,+1,FE,Yola Hub
HOTORO,KANO,KAN,0,DIRECT,Kano Hub
HUNKUYI,KADUNA,KAD,+1,FC,Kaduna Hub
IBAA,RIVERS,PHC,+1,FD,PH Hub
IBADA ELUME,DELTA,WRI,+1,FD,Warri Hub
IBADAN,OYO,IBA,0,DIRECT,Ibadan Hub
IBAFON,OGUN,ABK,+1,FB,Abeokuta Hub
IBAGWA,ENUGU,ENU,+1,FE,Enugu Hub
IBAGWE,OGUN,ABK,+1,FE,Abeokuta Hub
IBAJI,KOGI,LKJ,+2,FE,
IBARAM,ONDO,AKR,+3,FE,Akure Hub
IBEJU LEKKI,LAGOS,LAS,+1,FE,Lagos Hub
IBEKU,ABIA,ABA,0,DIRECT,Aba Hub
IBENO,AKWA IBOM,UYO,+2,FD,Uyo Hub
IBESE,OGUN,ABK,+1,FC,Abeokuta Hub
IBESIKPO ASUTAN,AKWA IBOM,UYO,+1,FB,Uyo Hub
IBI,TARABA,JAL,+1,FM,
IBIAKU NTOKPO,AKWA IBOM,UYO,+1,FE,Uyo Hub
IBILLO,EDO,BNI,+3,FI,Benin Hub
IBOKO,EBONYI,AKK,+1,FE,Enugu Hub
IBOKUN,OSUN,OSG,0,FD,Osogbo Hub
IBOWON,LAGOS,LAS,+1,FD,Lagos Hub
IBULE,ONDO,AKR,+1,FD,Akure Hub
IBUSA,DELTA,WRI,+1,FB,Warri Hub
ICHI,ANAMBRA,ONA,+1,FA,Onitsha Hub
ICHIDA,ANAMBRA,ONA,+1,FC,Onitsha Hub
IDAH,KOGI,LKJ,+2,FH,
IDANRE,ONDO,AKR,+2,FE,Akure Hub
IDDO,LAGOS,LOS,0,DIRECT,Lagos Hub
IDDO EKITI,ONDO,AKR,+3,FE,Akure Hub
IDEANI,ANAMBRA,ONA,+1,FC,Onitsha Hub
IDEATO NOIRTH,IMO,ORI,+2,FD,Owerri Hub
IDEATO SOUTH,IMO,ORI,+2,FD,Owerri Hub
IDI AYUNRE,OYO,IBA,+1,FC,Ibadan Hub
IDI IROKO,OGUN,ABK,+1,FD,Abeokuta Hub
IDI-ARABA,LAGOS,LOS,0,DIRECT,Lagos Hub
IDIMU,LAGOS,LOS,0,DIRECT,Lagos Hub
IDI-ORO,LAGOS,LOS,0,DIRECT,Lagos Hub
IDO,OYO,IBA,+1,FC,Ibadan Hub
IDOFIAN,KWARA,ILR,+1,FB,Ilorin Hub
IDOGBO,EDO,BNI,+1,FC,Benin Hub
IDOGUN,ONDO,AKR,+3,FE,Akure Hub
IDOMINASI,OSUN,OSG,0,FC,Osogbo Hub
IDON,KADUNA,KAD,+1,FE,Kaduna Hub
IDU,FCT,ABV,0,FA,Abuja Hub
IDUMAGBO,LAGOS,LAS,0,DIRECT,Lagos Hub
IDUMOTA,LAGOS,LAS,0,DIRECT,Lagos Hub
IDUMUJE ,DELTA,WRI,+2,FE,Warri Hub
IDUMUJEUNOR,DELTA,WRI,+2,FE,Warri Hub
IFAKI EKITI,ONDO,AKR,+3,FE,Akure Hub
IFAKO,LAGOS,LOS,0,DIRECT,Lagos Hub
IFE,OSUN,OSG,0,DIRECT,Osogbo Hub
IFETEDO,OSUN,OSG,+1,FD,Osogbo Hub
IFEWARA,OSUN,OSG,+1,FD,Osogbo Hub
IFITE-DUNU,ANAMBRA,ONA,+1,FD,Onitsha Hub
IFITE-UKPO,ANAMBRA,ONA,+1,FC,Onitsha Hub
IFO,OGUN,ABK,+1,FC,Abeokuta Hub
IFO IBOGUN,OGUN,ABK,+1,FD,Abeokuta Hub
IFON,ONDO,AKR,+3,FE,Akure Hub
IGABI,KADUNA,KAD,+1,FE,Kaduna Hub
IGANMU,LAGOS,LOS,0,DIRECT,Lagos Hub
IGANNA,OYO,IBA,+1,FZ2,Ibadan Hub
IGARRA,EDO,BNI,+3,FH,Benin Hub
IGBAJA,KWARA,ILR,+1,FD,Ilorin Hub
IGBAJO,OSUN,OSG,0,FD,Osogbo Hub
IGBANKE,EDO,BNI,+2,FE,Benin Hub
IGBARA ODO EKITI,ONDO,AKR,+3,FD,Akure Hub
IGBARA OKE,ONDO,AKR,+3,FE,Akure Hub
IGBARIAM,ANAMBRA,ONA,+1,FH,Onitsha Hub
IGBEKEBO,ONDO,AKR,+3,FZ2,Akure Hub
IGBERE,ABIA,ABA,+1,FD,Aba Hub
IGBESA,OGUN,ABK,+1,FD,Abeokuta Hub
IGBETI,KWARA,ILR,+1,FJ,Ilorin Hub
IGBETI,,IBA,+1,FJ,
IGBOBI,LAGOS,LOS,0,DIRECT,Lagos Hub
IGBOEZE SOUTH,ENUGU,ENU,+1,FE,Enugu Hub
IGBOEZE SOUTH,ENUGU,ENU,+1,FE,Enugu Hub
IGBOGBO,LAGOS,LOS,0,DIRECT,Lagos Hub
IGBOGILA,OGUN,ABK,+1,FE,Abeokuta Hub
IGBOHO,OYO,IBA,+1,FJ,Ibadan Hub
IGBOKODA,ONDO,AKR,+3,FE,Akure Hub
IGBONLA EPE,LAGOS,LAS,+1,FZ2,Lagos Hub
IGBOORA,OYO,IBA,+1,FH,Ibadan Hub
IGBOOYE,LAGOS,LAS,+1,FZ2,Lagos Hub
IGBO-UKWU,ANAMBRA,ONA,+1,FC,Onitsha Hub
IGBUGENE,BAYELSA,YEN,0,DIRECT,PH Hub
IGEDE EKITI,ONDO,AKR,+3,FE,Akure Hub
IGIEDUMA,EDO,BNI,+1,FD,Benin Hub
IGOLI-OGOJA,CROSS RIVER,CBQ,+1,FJ,Calabar Hub
IGOSUN,KWARA,ILR,+1,FC,Ilorin Hub
IGUEBEN,EDO,BNI,+2,FE,Benin Hub
IGUOBASUWA,EDO,BNI,+1,FE,Benin Hub
IGWURUTA,RIVERS,PHC,+1,FC,PH Hub
IHE,ENUGU,ENU,+1,FD,Enugu Hub
IHECHIOWA,ABIA,ABA,+2,FD,Aba Hub
IHEMBOSI,ANAMBRA,ONA,+1,FC,Onitsha Hub
IHIAGWA,IMO,ORI,0,FA,Owerri Hub
IHIALA,ANAMBRA,ONA,+1,FC,Onitsha Hub
IHIMA,KOGI,LKJ,+1,FE,
IHIOMA,IMO,ORI,+1,FC,Owerri Hub
IHITE UBOMA,IMO,ORI,+2,FD,Owerri Hub
IHITTE NA NSA,IMO,ORI,+1,FC,Owerri Hub
IJAGBO,KWARA,ILR,+1,FA,Ilorin Hub
IJAGUN,OGUN,ABK,+1,FD,Abeokuta Hub
IJAN EKITI,ONDO,AKR,+3,FE,Akure Hub
IJARE,ONDO,AKR,+1,FB,Akure Hub
IJEBU EAST,OGUN,ABK,+1,FE,Abeokuta Hub
IJEBU IFE,OGUN,ABK,+1,FZ2,Abeokuta Hub
IJEBU IGBO,OGUN,ABK,+1,FE,Abeokuta Hub
IJEBU IJESHA,OSUN,OSG,0,FD,Osogbo Hub
IJEBU MUSHIN,OGUN,ABK,+1,FZ2,Abeokuta Hub
IJEBU ODE,OGUN,ABK,0,FB,Abeokuta Hub
IJEBU OGBERE,OGUN,ABK,+1,FF,Abeokuta Hub
IJEBU ORU,OGUN,ABK,+1,FE,Abeokuta Hub
IJEBU WATERSIDE,OGUN,ABK,+1,FG,Abeokuta Hub
IJEBU-ALA,OGUN,ABK,+1,FD,Abeokuta Hub
IJEDA,OSUN,OSG,0,FD,Osogbo Hub
IJEGUN,LAGOS,LOS,0,DIRECT,Lagos Hub
IJERO EKITI,ONDO,AKR,+3,FE,Akure Hub
IJESHA,LAGOS,LOS,0,DIRECT,Lagos Hub
IJI-NIKE,ENUGU,ENU,+1,FB,Enugu Hub
IJOKO OTA,OGUN,ABK,0,DIRECT,Abeokuta Hub
IJORA,LAGOS,LOS,0,DIRECT,Lagos Hub
IJU,ONDO,AKR,+1,FB,Akure Hub
IKA,AKWA IBOM,UYO,+2,FE,Uyo Hub
IKANG,CROSS RIVER,CBQ,0,FC,Calabar Hub
